input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2,output_3,output_4,seq_id,rain_category
2270314,2270292,2270272,2270248,2270228,2270205,2270185,2270164,2270141,2270122,67,3.6
2270292,2270272,2270248,2270228,2270205,2270185,2270164,2270141,2270122,2270100,67,3.7
2270272,2270248,2270228,2270205,2270185,2270164,2270141,2270122,2270100,2270056,67,3.8
2270248,2270228,2270205,2270185,2270164,2270141,2270122,2270100,2270056,2270037,67,3.9
2270228,2270205,2270185,2270164,2270141,2270122,2270100,2270056,2270037,2270013,67,4.0
2270205,2270185,2270164,2270141,2270122,2270100,2270056,2270037,2270013,2269992,67,4.0
2270185,2270164,2270141,2270122,2270100,2270056,2270037,2270013,2269992,2269970,67,4.0
2270164,2270141,2270122,2270100,2270056,2270037,2270013,2269992,2269970,2269950,67,4.0
2270141,2270122,2270100,2270056,2270037,2270013,2269992,2269970,2269950,2269929,67,4.0
2270122,2270100,2270056,2270037,2270013,2269992,2269970,2269950,2269929,2269906,67,4.0
2270100,2270056,2270037,2270013,2269992,2269970,2269950,2269929,2269906,2269885,67,4.0
2270056,2270037,2270013,2269992,2269970,2269950,2269929,2269906,2269885,2269864,67,4.0
2270037,2270013,2269992,2269970,2269950,2269929,2269906,2269885,2269864,2269845,67,4.0
2270013,2269992,2269970,2269950,2269929,2269906,2269885,2269864,2269845,2269825,67,4.0
2269992,2269970,2269950,2269929,2269906,2269885,2269864,2269845,2269825,2269783,67,4.0
2269970,2269950,2269929,2269906,2269885,2269864,2269845,2269825,2269783,2269763,67,4.0
2269950,2269929,2269906,2269885,2269864,2269845,2269825,2269783,2269763,2269745,67,4.0
2269929,2269906,2269885,2269864,2269845,2269825,2269783,2269763,2269745,2269723,67,4.0
2269906,2269885,2269864,2269845,2269825,2269783,2269763,2269745,2269723,2269705,67,4.0
2269885,2269864,2269845,2269825,2269783,2269763,2269745,2269723,2269705,2269684,67,4.0
2269864,2269845,2269825,2269783,2269763,2269745,2269723,2269705,2269684,2269663,67,4.0
2269845,2269825,2269783,2269763,2269745,2269723,2269705,2269684,2269663,2269640,67,4.0
2269825,2269783,2269763,2269745,2269723,2269705,2269684,2269663,2269640,2269618,67,4.0
2269783,2269763,2269745,2269723,2269705,2269684,2269663,2269640,2269618,2269597,67,4.0
2269763,2269745,2269723,2269705,2269684,2269663,2269640,2269618,2269597,2269578,67,4.0
2269745,2269723,2269705,2269684,2269663,2269640,2269618,2269597,2269578,2269555,67,4.0
2269723,2269705,2269684,2269663,2269640,2269618,2269597,2269578,2269555,2269517,67,4.0
2269705,2269684,2269663,2269640,2269618,2269597,2269578,2269555,2269517,2269495,67,4.0
2269684,2269663,2269640,2269618,2269597,2269578,2269555,2269517,2269495,2269474,67,4.0
2269663,2269640,2269618,2269597,2269578,2269555,2269517,2269495,2269474,2269453,67,4.0
2269640,2269618,2269597,2269578,2269555,2269517,2269495,2269474,2269453,2269432,67,4.0
2269618,2269597,2269578,2269555,2269517,2269495,2269474,2269453,2269432,2269411,67,4.0
2269597,2269578,2269555,2269517,2269495,2269474,2269453,2269432,2269411,2269390,67,4.0
2269578,2269555,2269517,2269495,2269474,2269453,2269432,2269411,2269390,2269369,67,4.0
2269555,2269517,2269495,2269474,2269453,2269432,2269411,2269390,2269369,2269348,67,4.0
2269517,2269495,2269474,2269453,2269432,2269411,2269390,2269369,2269348,2269329,67,4.0
2269495,2269474,2269453,2269432,2269411,2269390,2269369,2269348,2269329,2269306,67,4.0
2269474,2269453,2269432,2269411,2269390,2269369,2269348,2269329,2269306,2269286,67,4.0
2269453,2269432,2269411,2269390,2269369,2269348,2269329,2269306,2269286,2269242,67,4.0
2269432,2269411,2269390,2269369,2269348,2269329,2269306,2269286,2269242,2269220,67,4.0
2269411,2269390,2269369,2269348,2269329,2269306,2269286,2269242,2269220,2269200,67,4.0
2269390,2269369,2269348,2269329,2269306,2269286,2269242,2269220,2269200,2269176,67,4.0
2269369,2269348,2269329,2269306,2269286,2269242,2269220,2269200,2269176,2269154,67,4.0
2269348,2269329,2269306,2269286,2269242,2269220,2269200,2269176,2269154,2269134,67,4.0
2269329,2269306,2269286,2269242,2269220,2269200,2269176,2269154,2269134,2269112,67,4.0
2269306,2269286,2269242,2269220,2269200,2269176,2269154,2269134,2269112,2269090,67,4.0
2269286,2269242,2269220,2269200,2269176,2269154,2269134,2269112,2269090,2269068,67,4.0
2269242,2269220,2269200,2269176,2269154,2269134,2269112,2269090,2269068,2269045,67,4.0
2269220,2269200,2269176,2269154,2269134,2269112,2269090,2269068,2269045,2269024,67,4.0
2269200,2269176,2269154,2269134,2269112,2269090,2269068,2269045,2269024,2269004,67,4.0
2269176,2269154,2269134,2269112,2269090,2269068,2269045,2269024,2269004,2268965,67,4.0
2269154,2269134,2269112,2269090,2269068,2269045,2269024,2269004,2268965,2268943,67,4.0
2269134,2269112,2269090,2269068,2269045,2269024,2269004,2268965,2268943,2268923,67,4.0
2269112,2269090,2269068,2269045,2269024,2269004,2268965,2268943,2268923,2268903,67,4.0
2269090,2269068,2269045,2269024,2269004,2268965,2268943,2268923,2268903,2268882,67,4.0
2269068,2269045,2269024,2269004,2268965,2268943,2268923,2268903,2268882,2268863,67,4.0
2269045,2269024,2269004,2268965,2268943,2268923,2268903,2268882,2268863,2268843,67,4.0
2269024,2269004,2268965,2268943,2268923,2268903,2268882,2268863,2268843,2268820,67,4.0
2269004,2268965,2268943,2268923,2268903,2268882,2268863,2268843,2268820,2268799,67,4.0
2268965,2268943,2268923,2268903,2268882,2268863,2268843,2268820,2268799,2268778,67,4.0
2268943,2268923,2268903,2268882,2268863,2268843,2268820,2268799,2268778,2268754,67,4.0
2268923,2268903,2268882,2268863,2268843,2268820,2268799,2268778,2268754,2268736,67,4.0
2268903,2268882,2268863,2268843,2268820,2268799,2268778,2268754,2268736,2268695,67,4.0
2268882,2268863,2268843,2268820,2268799,2268778,2268754,2268736,2268695,2268671,67,4.0
2268863,2268843,2268820,2268799,2268778,2268754,2268736,2268695,2268671,2268653,67,4.0
2268843,2268820,2268799,2268778,2268754,2268736,2268695,2268671,2268653,2268632,67,4.0
2268820,2268799,2268778,2268754,2268736,2268695,2268671,2268653,2268632,2268611,67,4.0
2268799,2268778,2268754,2268736,2268695,2268671,2268653,2268632,2268611,2268590,67,4.0
2268778,2268754,2268736,2268695,2268671,2268653,2268632,2268611,2268590,2268570,67,4.0
2268754,2268736,2268695,2268671,2268653,2268632,2268611,2268590,2268570,2268550,67,4.0
2268736,2268695,2268671,2268653,2268632,2268611,2268590,2268570,2268550,2268529,67,4.0
2268695,2268671,2268653,2268632,2268611,2268590,2268570,2268550,2268529,2268508,67,4.0
2268671,2268653,2268632,2268611,2268590,2268570,2268550,2268529,2268508,2268486,67,4.0
2268653,2268632,2268611,2268590,2268570,2268550,2268529,2268508,2268486,2268464,67,4.0
2268632,2268611,2268590,2268570,2268550,2268529,2268508,2268486,2268464,2268422,67,4.0
2268611,2268590,2268570,2268550,2268529,2268508,2268486,2268464,2268422,2268400,67,4.0
2268590,2268570,2268550,2268529,2268508,2268486,2268464,2268422,2268400,2268378,67,4.0
2268570,2268550,2268529,2268508,2268486,2268464,2268422,2268400,2268378,2268356,67,4.0
2268550,2268529,2268508,2268486,2268464,2268422,2268400,2268378,2268356,2268334,67,4.0
2268529,2268508,2268486,2268464,2268422,2268400,2268378,2268356,2268334,2268312,67,4.0
2268508,2268486,2268464,2268422,2268400,2268378,2268356,2268334,2268312,2268290,67,4.0
2268486,2268464,2268422,2268400,2268378,2268356,2268334,2268312,2268290,2268268,67,4.0
2268464,2268422,2268400,2268378,2268356,2268334,2268312,2268290,2268268,2268246,67,4.0
2268422,2268400,2268378,2268356,2268334,2268312,2268290,2268268,2268246,2268224,67,4.0
2268400,2268378,2268356,2268334,2268312,2268290,2268268,2268246,2268224,2268202,67,4.0
2268378,2268356,2268334,2268312,2268290,2268268,2268246,2268224,2268202,2268180,67,4.0
2268356,2268334,2268312,2268290,2268268,2268246,2268224,2268202,2268180,2268138,67,4.0
2268334,2268312,2268290,2268268,2268246,2268224,2268202,2268180,2268138,2268113,67,4.0
2268312,2268290,2268268,2268246,2268224,2268202,2268180,2268138,2268113,2268094,67,4.0
2268290,2268268,2268246,2268224,2268202,2268180,2268138,2268113,2268094,2268072,67,4.0
2268268,2268246,2268224,2268202,2268180,2268138,2268113,2268094,2268072,2268050,67,4.0
2268246,2268224,2268202,2268180,2268138,2268113,2268094,2268072,2268050,2268028,67,4.0
2268224,2268202,2268180,2268138,2268113,2268094,2268072,2268050,2268028,2268006,67,4.0
2268202,2268180,2268138,2268113,2268094,2268072,2268050,2268028,2268006,2267986,67,4.0
2268180,2268138,2268113,2268094,2268072,2268050,2268028,2268006,2267986,2267962,67,4.0
2268138,2268113,2268094,2268072,2268050,2268028,2268006,2267986,2267962,2267940,67,4.0
2268113,2268094,2268072,2268050,2268028,2268006,2267986,2267962,2267940,2267919,67,4.0
2268094,2268072,2268050,2268028,2268006,2267986,2267962,2267940,2267919,2267895,67,4.0
2268072,2268050,2268028,2268006,2267986,2267962,2267940,2267919,2267895,2267857,67,4.0
2268050,2268028,2268006,2267986,2267962,2267940,2267919,2267895,2267857,2267835,67,4.0
2268028,2268006,2267986,2267962,2267940,2267919,2267895,2267857,2267835,2267813,67,4.0
2268006,2267986,2267962,2267940,2267919,2267895,2267857,2267835,2267813,2267791,67,4.0
2267986,2267962,2267940,2267919,2267895,2267857,2267835,2267813,2267791,2267770,67,4.0
2267962,2267940,2267919,2267895,2267857,2267835,2267813,2267791,2267770,2267748,67,4.0
2267940,2267919,2267895,2267857,2267835,2267813,2267791,2267770,2267748,2267728,67,4.0
2267919,2267895,2267857,2267835,2267813,2267791,2267770,2267748,2267728,2267707,67,4.0
2267895,2267857,2267835,2267813,2267791,2267770,2267748,2267728,2267707,2267688,67,4.0
2267857,2267835,2267813,2267791,2267770,2267748,2267728,2267707,2267688,2267667,67,4.0
2267835,2267813,2267791,2267770,2267748,2267728,2267707,2267688,2267667,2267627,67,4.0
2267813,2267791,2267770,2267748,2267728,2267707,2267688,2267667,2267627,2267607,67,4.0
2267791,2267770,2267748,2267728,2267707,2267688,2267667,2267627,2267607,2267587,67,4.0
2253802,2253780,2253758,2253738,2253714,2253692,2253670,2253650,2253626,2253604,70,3.1
2253780,2253758,2253738,2253714,2253692,2253670,2253650,2253626,2253604,2253562,70,3.1
2253758,2253738,2253714,2253692,2253670,2253650,2253626,2253604,2253562,2253540,70,3.1
2253738,2253714,2253692,2253670,2253650,2253626,2253604,2253562,2253540,2253518,70,3.1
2253714,2253692,2253670,2253650,2253626,2253604,2253562,2253540,2253518,2253496,70,3.1
2253692,2253670,2253650,2253626,2253604,2253562,2253540,2253518,2253496,2253474,70,3.1
2253670,2253650,2253626,2253604,2253562,2253540,2253518,2253496,2253474,2253454,70,3.1
2253650,2253626,2253604,2253562,2253540,2253518,2253496,2253474,2253454,2253431,70,3.1
2253626,2253604,2253562,2253540,2253518,2253496,2253474,2253454,2253431,2253409,70,3.1
2253604,2253562,2253540,2253518,2253496,2253474,2253454,2253431,2253409,2253387,70,3.1
2237309,2237288,2237268,2237224,2237202,2237180,2237158,2237136,2237116,2237098,72,3.1
2237288,2237268,2237224,2237202,2237180,2237158,2237136,2237116,2237098,2237074,72,3.2
2237268,2237224,2237202,2237180,2237158,2237136,2237116,2237098,2237074,2237052,72,3.3
2237224,2237202,2237180,2237158,2237136,2237116,2237098,2237074,2237052,2237032,72,3.4
2237202,2237180,2237158,2237136,2237116,2237098,2237074,2237052,2237032,2237010,72,3.5
2237180,2237158,2237136,2237116,2237098,2237074,2237052,2237032,2237010,2236986,72,3.6
2237158,2237136,2237116,2237098,2237074,2237052,2237032,2237010,2236986,2236944,72,3.7
2237136,2237116,2237098,2237074,2237052,2237032,2237010,2236986,2236944,2236922,72,3.8
2237116,2237098,2237074,2237052,2237032,2237010,2236986,2236944,2236922,2236900,72,3.9
2237098,2237074,2237052,2237032,2237010,2236986,2236944,2236922,2236900,2236878,72,4.0
2237074,2237052,2237032,2237010,2236986,2236944,2236922,2236900,2236878,2236856,72,4.0
2237052,2237032,2237010,2236986,2236944,2236922,2236900,2236878,2236856,2236834,72,4.0
2237032,2237010,2236986,2236944,2236922,2236900,2236878,2236856,2236834,2236814,72,4.0
2237010,2236986,2236944,2236922,2236900,2236878,2236856,2236834,2236814,2236790,72,4.0
2236986,2236944,2236922,2236900,2236878,2236856,2236834,2236814,2236790,2236768,72,4.0
2236944,2236922,2236900,2236878,2236856,2236834,2236814,2236790,2236768,2236746,72,4.0
2236922,2236900,2236878,2236856,2236834,2236814,2236790,2236768,2236746,2236724,72,4.0
2236900,2236878,2236856,2236834,2236814,2236790,2236768,2236746,2236724,2236704,72,4.0
2236878,2236856,2236834,2236814,2236790,2236768,2236746,2236724,2236704,2236663,72,4.0
2236856,2236834,2236814,2236790,2236768,2236746,2236724,2236704,2236663,2236641,72,4.0
2236834,2236814,2236790,2236768,2236746,2236724,2236704,2236663,2236641,2236619,72,4.0
2236814,2236790,2236768,2236746,2236724,2236704,2236663,2236641,2236619,2236599,72,4.0
2236790,2236768,2236746,2236724,2236704,2236663,2236641,2236619,2236599,2236579,72,4.0
2236768,2236746,2236724,2236704,2236663,2236641,2236619,2236599,2236579,2236559,72,4.0
2236746,2236724,2236704,2236663,2236641,2236619,2236599,2236579,2236559,2236539,72,4.0
2236724,2236704,2236663,2236641,2236619,2236599,2236579,2236559,2236539,2236516,72,4.0
2236704,2236663,2236641,2236619,2236599,2236579,2236559,2236539,2236516,2236499,72,4.0
2236663,2236641,2236619,2236599,2236579,2236559,2236539,2236516,2236499,2236479,72,4.0
2236641,2236619,2236599,2236579,2236559,2236539,2236516,2236499,2236479,2236459,72,4.0
2236619,2236599,2236579,2236559,2236539,2236516,2236499,2236479,2236459,2236438,72,4.0
2236599,2236579,2236559,2236539,2236516,2236499,2236479,2236459,2236438,2236396,72,4.0
2236579,2236559,2236539,2236516,2236499,2236479,2236459,2236438,2236396,2236374,72,4.0
2236559,2236539,2236516,2236499,2236479,2236459,2236438,2236396,2236374,2236352,72,4.0
2236539,2236516,2236499,2236479,2236459,2236438,2236396,2236374,2236352,2236330,72,4.0
2236516,2236499,2236479,2236459,2236438,2236396,2236374,2236352,2236330,2236308,72,4.0
2236499,2236479,2236459,2236438,2236396,2236374,2236352,2236330,2236308,2236288,72,4.0
2236479,2236459,2236438,2236396,2236374,2236352,2236330,2236308,2236288,2236264,72,4.0
2236459,2236438,2236396,2236374,2236352,2236330,2236308,2236288,2236264,2236242,72,4.0
2236438,2236396,2236374,2236352,2236330,2236308,2236288,2236264,2236242,2236220,72,4.0
2236396,2236374,2236352,2236330,2236308,2236288,2236264,2236242,2236220,2236198,72,4.0
2236374,2236352,2236330,2236308,2236288,2236264,2236242,2236220,2236198,2236178,72,4.0
2236352,2236330,2236308,2236288,2236264,2236242,2236220,2236198,2236178,2236154,72,4.0
2236330,2236308,2236288,2236264,2236242,2236220,2236198,2236178,2236154,2236112,72,4.0
2236308,2236288,2236264,2236242,2236220,2236198,2236178,2236154,2236112,2236090,72,4.0
2236288,2236264,2236242,2236220,2236198,2236178,2236154,2236112,2236090,2236068,72,4.0
2236264,2236242,2236220,2236198,2236178,2236154,2236112,2236090,2236068,2236046,72,4.0
2236242,2236220,2236198,2236178,2236154,2236112,2236090,2236068,2236046,2236024,72,4.0
2236220,2236198,2236178,2236154,2236112,2236090,2236068,2236046,2236024,2236002,72,4.0
2236198,2236178,2236154,2236112,2236090,2236068,2236046,2236024,2236002,2235980,72,4.0
2236178,2236154,2236112,2236090,2236068,2236046,2236024,2236002,2235980,2235960,72,4.0
2236154,2236112,2236090,2236068,2236046,2236024,2236002,2235980,2235960,2235936,72,4.0
2236112,2236090,2236068,2236046,2236024,2236002,2235980,2235960,2235936,2235914,72,4.0
2236090,2236068,2236046,2236024,2236002,2235980,2235960,2235936,2235914,2235894,72,4.0
2236068,2236046,2236024,2236002,2235980,2235960,2235936,2235914,2235894,2235870,72,4.0
2236046,2236024,2236002,2235980,2235960,2235936,2235914,2235894,2235870,2235828,72,4.0
2236024,2236002,2235980,2235960,2235936,2235914,2235894,2235870,2235828,2235808,72,4.0
2236002,2235980,2235960,2235936,2235914,2235894,2235870,2235828,2235808,2235784,72,4.0
2235980,2235960,2235936,2235914,2235894,2235870,2235828,2235808,2235784,2235762,72,4.0
2235960,2235936,2235914,2235894,2235870,2235828,2235808,2235784,2235762,2235740,72,4.0
2235936,2235914,2235894,2235870,2235828,2235808,2235784,2235762,2235740,2235718,72,4.0
2235914,2235894,2235870,2235828,2235808,2235784,2235762,2235740,2235718,2235696,72,4.0
2235894,2235870,2235828,2235808,2235784,2235762,2235740,2235718,2235696,2235674,72,4.0
2235870,2235828,2235808,2235784,2235762,2235740,2235718,2235696,2235674,2235652,72,4.0
2235828,2235808,2235784,2235762,2235740,2235718,2235696,2235674,2235652,2235632,72,4.0
2235808,2235784,2235762,2235740,2235718,2235696,2235674,2235652,2235632,2235608,72,4.0
2235784,2235762,2235740,2235718,2235696,2235674,2235652,2235632,2235608,2235586,72,4.0
2235762,2235740,2235718,2235696,2235674,2235652,2235632,2235608,2235586,2235544,72,4.0
2235740,2235718,2235696,2235674,2235652,2235632,2235608,2235586,2235544,2235522,72,4.0
2235718,2235696,2235674,2235652,2235632,2235608,2235586,2235544,2235522,2235500,72,4.0
2235696,2235674,2235652,2235632,2235608,2235586,2235544,2235522,2235500,2235480,72,4.0
2235674,2235652,2235632,2235608,2235586,2235544,2235522,2235500,2235480,2235456,72,4.0
2235652,2235632,2235608,2235586,2235544,2235522,2235500,2235480,2235456,2235436,72,4.0
2235632,2235608,2235586,2235544,2235522,2235500,2235480,2235456,2235436,2235412,72,4.0
2235608,2235586,2235544,2235522,2235500,2235480,2235456,2235436,2235412,2235390,72,4.0
2235586,2235544,2235522,2235500,2235480,2235456,2235436,2235412,2235390,2235368,72,4.0
2235544,2235522,2235500,2235480,2235456,2235436,2235412,2235390,2235368,2235346,72,4.0
2235522,2235500,2235480,2235456,2235436,2235412,2235390,2235368,2235346,2235324,72,4.0
2235500,2235480,2235456,2235436,2235412,2235390,2235368,2235346,2235324,2235302,72,4.0
2235480,2235456,2235436,2235412,2235390,2235368,2235346,2235324,2235302,2235260,72,4.0
2235456,2235436,2235412,2235390,2235368,2235346,2235324,2235302,2235260,2235238,72,3.9
2235436,2235412,2235390,2235368,2235346,2235324,2235302,2235260,2235238,2235216,72,3.8
2235412,2235390,2235368,2235346,2235324,2235302,2235260,2235238,2235216,2235194,72,3.7
2235390,2235368,2235346,2235324,2235302,2235260,2235238,2235216,2235194,2235172,72,3.6
2235368,2235346,2235324,2235302,2235260,2235238,2235216,2235194,2235172,2235150,72,3.5
2235346,2235324,2235302,2235260,2235238,2235216,2235194,2235172,2235150,2235128,72,3.4
2235324,2235302,2235260,2235238,2235216,2235194,2235172,2235150,2235128,2235106,72,3.3
2235302,2235260,2235238,2235216,2235194,2235172,2235150,2235128,2235106,2235086,72,3.2
2235260,2235238,2235216,2235194,2235172,2235150,2235128,2235106,2235086,2235062,72,3.1
2229035,2228991,2228971,2228950,2228926,2228908,2228884,2228859,2228840,2228818,75,3.1
2228991,2228971,2228950,2228926,2228908,2228884,2228859,2228840,2228818,2228793,75,3.2
2228971,2228950,2228926,2228908,2228884,2228859,2228840,2228818,2228793,2228771,75,3.3
2228950,2228926,2228908,2228884,2228859,2228840,2228818,2228793,2228771,2228751,75,3.4
2228926,2228908,2228884,2228859,2228840,2228818,2228793,2228771,2228751,2228713,75,3.5
2228908,2228884,2228859,2228840,2228818,2228793,2228771,2228751,2228713,2228692,75,3.6
