input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,output_0,output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,seq_id
2374357,2374337,2374315,2374293,2374272,2374250,2374230,2374206,2374184,2374164,2374357,2374337,2374315,2374293,2374272,2374250,2374230,2374206,2374184,2374164,28
2374337,2374315,2374293,2374272,2374250,2374230,2374206,2374184,2374164,2374120,2374337,2374315,2374293,2374272,2374250,2374230,2374206,2374184,2374164,2374120,28
2374315,2374293,2374272,2374250,2374230,2374206,2374184,2374164,2374120,2374098,2374315,2374293,2374272,2374250,2374230,2374206,2374184,2374164,2374120,2374098,28
2374293,2374272,2374250,2374230,2374206,2374184,2374164,2374120,2374098,2374076,2374293,2374272,2374250,2374230,2374206,2374184,2374164,2374120,2374098,2374076,28
2374272,2374250,2374230,2374206,2374184,2374164,2374120,2374098,2374076,2374054,2374272,2374250,2374230,2374206,2374184,2374164,2374120,2374098,2374076,2374054,28
2374250,2374230,2374206,2374184,2374164,2374120,2374098,2374076,2374054,2374034,2374250,2374230,2374206,2374184,2374164,2374120,2374098,2374076,2374054,2374034,28
2374230,2374206,2374184,2374164,2374120,2374098,2374076,2374054,2374034,2374012,2374230,2374206,2374184,2374164,2374120,2374098,2374076,2374054,2374034,2374012,28
2374206,2374184,2374164,2374120,2374098,2374076,2374054,2374034,2374012,2373988,2374206,2374184,2374164,2374120,2374098,2374076,2374054,2374034,2374012,2373988,28
2374184,2374164,2374120,2374098,2374076,2374054,2374034,2374012,2373988,2373966,2374184,2374164,2374120,2374098,2374076,2374054,2374034,2374012,2373988,2373966,28
2374164,2374120,2374098,2374076,2374054,2374034,2374012,2373988,2373966,2373944,2374164,2374120,2374098,2374076,2374054,2374034,2374012,2373988,2373966,2373944,28
2374120,2374098,2374076,2374054,2374034,2374012,2373988,2373966,2373944,2373922,2374120,2374098,2374076,2374054,2374034,2374012,2373988,2373966,2373944,2373922,28
2374098,2374076,2374054,2374034,2374012,2373988,2373966,2373944,2373922,2373900,2374098,2374076,2374054,2374034,2374012,2373988,2373966,2373944,2373922,2373900,28
2374076,2374054,2374034,2374012,2373988,2373966,2373944,2373922,2373900,2373878,2374076,2374054,2374034,2374012,2373988,2373966,2373944,2373922,2373900,2373878,28
2374054,2374034,2374012,2373988,2373966,2373944,2373922,2373900,2373878,2373836,2374054,2374034,2374012,2373988,2373966,2373944,2373922,2373900,2373878,2373836,28
2374034,2374012,2373988,2373966,2373944,2373922,2373900,2373878,2373836,2373816,2374034,2374012,2373988,2373966,2373944,2373922,2373900,2373878,2373836,2373816,28
2374012,2373988,2373966,2373944,2373922,2373900,2373878,2373836,2373816,2373795,2374012,2373988,2373966,2373944,2373922,2373900,2373878,2373836,2373816,2373795,28
2373988,2373966,2373944,2373922,2373900,2373878,2373836,2373816,2373795,2373772,2373988,2373966,2373944,2373922,2373900,2373878,2373836,2373816,2373795,2373772,28
2373966,2373944,2373922,2373900,2373878,2373836,2373816,2373795,2373772,2373750,2373966,2373944,2373922,2373900,2373878,2373836,2373816,2373795,2373772,2373750,28
2373944,2373922,2373900,2373878,2373836,2373816,2373795,2373772,2373750,2373728,2373944,2373922,2373900,2373878,2373836,2373816,2373795,2373772,2373750,2373728,28
2373922,2373900,2373878,2373836,2373816,2373795,2373772,2373750,2373728,2373706,2373922,2373900,2373878,2373836,2373816,2373795,2373772,2373750,2373728,2373706,28
2373900,2373878,2373836,2373816,2373795,2373772,2373750,2373728,2373706,2373684,2373900,2373878,2373836,2373816,2373795,2373772,2373750,2373728,2373706,2373684,28
2373878,2373836,2373816,2373795,2373772,2373750,2373728,2373706,2373684,2373664,2373878,2373836,2373816,2373795,2373772,2373750,2373728,2373706,2373684,2373664,28
2373836,2373816,2373795,2373772,2373750,2373728,2373706,2373684,2373664,2373642,2373836,2373816,2373795,2373772,2373750,2373728,2373706,2373684,2373664,2373642,28
2373816,2373795,2373772,2373750,2373728,2373706,2373684,2373664,2373642,2373623,2373816,2373795,2373772,2373750,2373728,2373706,2373684,2373664,2373642,2373623,28
2373795,2373772,2373750,2373728,2373706,2373684,2373664,2373642,2373623,2373600,2373795,2373772,2373750,2373728,2373706,2373684,2373664,2373642,2373623,2373600,28
2373772,2373750,2373728,2373706,2373684,2373664,2373642,2373623,2373600,2373559,2373772,2373750,2373728,2373706,2373684,2373664,2373642,2373623,2373600,2373559,28
2373750,2373728,2373706,2373684,2373664,2373642,2373623,2373600,2373559,2373537,2373750,2373728,2373706,2373684,2373664,2373642,2373623,2373600,2373559,2373537,28
2373728,2373706,2373684,2373664,2373642,2373623,2373600,2373559,2373537,2373515,2373728,2373706,2373684,2373664,2373642,2373623,2373600,2373559,2373537,2373515,28
2373706,2373684,2373664,2373642,2373623,2373600,2373559,2373537,2373515,2373493,2373706,2373684,2373664,2373642,2373623,2373600,2373559,2373537,2373515,2373493,28
2373684,2373664,2373642,2373623,2373600,2373559,2373537,2373515,2373493,2373472,2373684,2373664,2373642,2373623,2373600,2373559,2373537,2373515,2373493,2373472,28
2373664,2373642,2373623,2373600,2373559,2373537,2373515,2373493,2373472,2373451,2373664,2373642,2373623,2373600,2373559,2373537,2373515,2373493,2373472,2373451,28
2373642,2373623,2373600,2373559,2373537,2373515,2373493,2373472,2373451,2373430,2373642,2373623,2373600,2373559,2373537,2373515,2373493,2373472,2373451,2373430,28
2373623,2373600,2373559,2373537,2373515,2373493,2373472,2373451,2373430,2373408,2373623,2373600,2373559,2373537,2373515,2373493,2373472,2373451,2373430,2373408,28
2373600,2373559,2373537,2373515,2373493,2373472,2373451,2373430,2373408,2373389,2373600,2373559,2373537,2373515,2373493,2373472,2373451,2373430,2373408,2373389,28
2373559,2373537,2373515,2373493,2373472,2373451,2373430,2373408,2373389,2373366,2373559,2373537,2373515,2373493,2373472,2373451,2373430,2373408,2373389,2373366,28
2373537,2373515,2373493,2373472,2373451,2373430,2373408,2373389,2373366,2373344,2373537,2373515,2373493,2373472,2373451,2373430,2373408,2373389,2373366,2373344,28
2373515,2373493,2373472,2373451,2373430,2373408,2373389,2373366,2373344,2373322,2373515,2373493,2373472,2373451,2373430,2373408,2373389,2373366,2373344,2373322,28
2373493,2373472,2373451,2373430,2373408,2373389,2373366,2373344,2373322,2373280,2373493,2373472,2373451,2373430,2373408,2373389,2373366,2373344,2373322,2373280,28
2373472,2373451,2373430,2373408,2373389,2373366,2373344,2373322,2373280,2373260,2373472,2373451,2373430,2373408,2373389,2373366,2373344,2373322,2373280,2373260,28
2373451,2373430,2373408,2373389,2373366,2373344,2373322,2373280,2373260,2373236,2373451,2373430,2373408,2373389,2373366,2373344,2373322,2373280,2373260,2373236,28
2373430,2373408,2373389,2373366,2373344,2373322,2373280,2373260,2373236,2373216,2373430,2373408,2373389,2373366,2373344,2373322,2373280,2373260,2373236,2373216,28
2373408,2373389,2373366,2373344,2373322,2373280,2373260,2373236,2373216,2373192,2373408,2373389,2373366,2373344,2373322,2373280,2373260,2373236,2373216,2373192,28
2373389,2373366,2373344,2373322,2373280,2373260,2373236,2373216,2373192,2373170,2373389,2373366,2373344,2373322,2373280,2373260,2373236,2373216,2373192,2373170,28
2373366,2373344,2373322,2373280,2373260,2373236,2373216,2373192,2373170,2373148,2373366,2373344,2373322,2373280,2373260,2373236,2373216,2373192,2373170,2373148,28
2373344,2373322,2373280,2373260,2373236,2373216,2373192,2373170,2373148,2373126,2373344,2373322,2373280,2373260,2373236,2373216,2373192,2373170,2373148,2373126,28
2373322,2373280,2373260,2373236,2373216,2373192,2373170,2373148,2373126,2373104,2373322,2373280,2373260,2373236,2373216,2373192,2373170,2373148,2373126,2373104,28
2373280,2373260,2373236,2373216,2373192,2373170,2373148,2373126,2373104,2373084,2373280,2373260,2373236,2373216,2373192,2373170,2373148,2373126,2373104,2373084,28
2373260,2373236,2373216,2373192,2373170,2373148,2373126,2373104,2373084,2373060,2373260,2373236,2373216,2373192,2373170,2373148,2373126,2373104,2373084,2373060,28
2373236,2373216,2373192,2373170,2373148,2373126,2373104,2373084,2373060,2373038,2373236,2373216,2373192,2373170,2373148,2373126,2373104,2373084,2373060,2373038,28
2373216,2373192,2373170,2373148,2373126,2373104,2373084,2373060,2373038,2372996,2373216,2373192,2373170,2373148,2373126,2373104,2373084,2373060,2373038,2372996,28
2373192,2373170,2373148,2373126,2373104,2373084,2373060,2373038,2372996,2372974,2373192,2373170,2373148,2373126,2373104,2373084,2373060,2373038,2372996,2372974,28
2373170,2373148,2373126,2373104,2373084,2373060,2373038,2372996,2372974,2372954,2373170,2373148,2373126,2373104,2373084,2373060,2373038,2372996,2372974,2372954,28
2373148,2373126,2373104,2373084,2373060,2373038,2372996,2372974,2372954,2372930,2373148,2373126,2373104,2373084,2373060,2373038,2372996,2372974,2372954,2372930,28
2373126,2373104,2373084,2373060,2373038,2372996,2372974,2372954,2372930,2372908,2373126,2373104,2373084,2373060,2373038,2372996,2372974,2372954,2372930,2372908,28
2373104,2373084,2373060,2373038,2372996,2372974,2372954,2372930,2372908,2372886,2373104,2373084,2373060,2373038,2372996,2372974,2372954,2372930,2372908,2372886,28
2373084,2373060,2373038,2372996,2372974,2372954,2372930,2372908,2372886,2372861,2373084,2373060,2373038,2372996,2372974,2372954,2372930,2372908,2372886,2372861,28
2373060,2373038,2372996,2372974,2372954,2372930,2372908,2372886,2372861,2372842,2373060,2373038,2372996,2372974,2372954,2372930,2372908,2372886,2372861,2372842,28
2373038,2372996,2372974,2372954,2372930,2372908,2372886,2372861,2372842,2372820,2373038,2372996,2372974,2372954,2372930,2372908,2372886,2372861,2372842,2372820,28
2372996,2372974,2372954,2372930,2372908,2372886,2372861,2372842,2372820,2372800,2372996,2372974,2372954,2372930,2372908,2372886,2372861,2372842,2372820,2372800,28
2372974,2372954,2372930,2372908,2372886,2372861,2372842,2372820,2372800,2372773,2372974,2372954,2372930,2372908,2372886,2372861,2372842,2372820,2372800,2372773,28
2372954,2372930,2372908,2372886,2372861,2372842,2372820,2372800,2372773,2372754,2372954,2372930,2372908,2372886,2372861,2372842,2372820,2372800,2372773,2372754,28
2372930,2372908,2372886,2372861,2372842,2372820,2372800,2372773,2372754,2372712,2372930,2372908,2372886,2372861,2372842,2372820,2372800,2372773,2372754,2372712,28
2372908,2372886,2372861,2372842,2372820,2372800,2372773,2372754,2372712,2372690,2372908,2372886,2372861,2372842,2372820,2372800,2372773,2372754,2372712,2372690,28
2372886,2372861,2372842,2372820,2372800,2372773,2372754,2372712,2372690,2372668,2372886,2372861,2372842,2372820,2372800,2372773,2372754,2372712,2372690,2372668,28
2372861,2372842,2372820,2372800,2372773,2372754,2372712,2372690,2372668,2372646,2372861,2372842,2372820,2372800,2372773,2372754,2372712,2372690,2372668,2372646,28
2372842,2372820,2372800,2372773,2372754,2372712,2372690,2372668,2372646,2372624,2372842,2372820,2372800,2372773,2372754,2372712,2372690,2372668,2372646,2372624,28
2372820,2372800,2372773,2372754,2372712,2372690,2372668,2372646,2372624,2372602,2372820,2372800,2372773,2372754,2372712,2372690,2372668,2372646,2372624,2372602,28
2372800,2372773,2372754,2372712,2372690,2372668,2372646,2372624,2372602,2372580,2372800,2372773,2372754,2372712,2372690,2372668,2372646,2372624,2372602,2372580,28
2372773,2372754,2372712,2372690,2372668,2372646,2372624,2372602,2372580,2372558,2372773,2372754,2372712,2372690,2372668,2372646,2372624,2372602,2372580,2372558,28
2372754,2372712,2372690,2372668,2372646,2372624,2372602,2372580,2372558,2372536,2372754,2372712,2372690,2372668,2372646,2372624,2372602,2372580,2372558,2372536,28
2372712,2372690,2372668,2372646,2372624,2372602,2372580,2372558,2372536,2372514,2372712,2372690,2372668,2372646,2372624,2372602,2372580,2372558,2372536,2372514,28
2372690,2372668,2372646,2372624,2372602,2372580,2372558,2372536,2372514,2372492,2372690,2372668,2372646,2372624,2372602,2372580,2372558,2372536,2372514,2372492,28
2372668,2372646,2372624,2372602,2372580,2372558,2372536,2372514,2372492,2372470,2372668,2372646,2372624,2372602,2372580,2372558,2372536,2372514,2372492,2372470,28
2372646,2372624,2372602,2372580,2372558,2372536,2372514,2372492,2372470,2372428,2372646,2372624,2372602,2372580,2372558,2372536,2372514,2372492,2372470,2372428,28
2372624,2372602,2372580,2372558,2372536,2372514,2372492,2372470,2372428,2372406,2372624,2372602,2372580,2372558,2372536,2372514,2372492,2372470,2372428,2372406,28
2372602,2372580,2372558,2372536,2372514,2372492,2372470,2372428,2372406,2372386,2372602,2372580,2372558,2372536,2372514,2372492,2372470,2372428,2372406,2372386,28
2372580,2372558,2372536,2372514,2372492,2372470,2372428,2372406,2372386,2372364,2372580,2372558,2372536,2372514,2372492,2372470,2372428,2372406,2372386,2372364,28
2372558,2372536,2372514,2372492,2372470,2372428,2372406,2372386,2372364,2372340,2372558,2372536,2372514,2372492,2372470,2372428,2372406,2372386,2372364,2372340,28
2372536,2372514,2372492,2372470,2372428,2372406,2372386,2372364,2372340,2372320,2372536,2372514,2372492,2372470,2372428,2372406,2372386,2372364,2372340,2372320,28
2372514,2372492,2372470,2372428,2372406,2372386,2372364,2372340,2372320,2372296,2372514,2372492,2372470,2372428,2372406,2372386,2372364,2372340,2372320,2372296,28
2372492,2372470,2372428,2372406,2372386,2372364,2372340,2372320,2372296,2372276,2372492,2372470,2372428,2372406,2372386,2372364,2372340,2372320,2372296,2372276,28
2372470,2372428,2372406,2372386,2372364,2372340,2372320,2372296,2372276,2372252,2372470,2372428,2372406,2372386,2372364,2372340,2372320,2372296,2372276,2372252,28
2372428,2372406,2372386,2372364,2372340,2372320,2372296,2372276,2372252,2372232,2372428,2372406,2372386,2372364,2372340,2372320,2372296,2372276,2372252,2372232,28
2372406,2372386,2372364,2372340,2372320,2372296,2372276,2372252,2372232,2372208,2372406,2372386,2372364,2372340,2372320,2372296,2372276,2372252,2372232,2372208,28
2372386,2372364,2372340,2372320,2372296,2372276,2372252,2372232,2372208,2372186,2372386,2372364,2372340,2372320,2372296,2372276,2372252,2372232,2372208,2372186,28
2372364,2372340,2372320,2372296,2372276,2372252,2372232,2372208,2372186,2372144,2372364,2372340,2372320,2372296,2372276,2372252,2372232,2372208,2372186,2372144,28
2372340,2372320,2372296,2372276,2372252,2372232,2372208,2372186,2372144,2372124,2372340,2372320,2372296,2372276,2372252,2372232,2372208,2372186,2372144,2372124,28
2372320,2372296,2372276,2372252,2372232,2372208,2372186,2372144,2372124,2372100,2372320,2372296,2372276,2372252,2372232,2372208,2372186,2372144,2372124,2372100,28
2372296,2372276,2372252,2372232,2372208,2372186,2372144,2372124,2372100,2372079,2372296,2372276,2372252,2372232,2372208,2372186,2372144,2372124,2372100,2372079,28
2372276,2372252,2372232,2372208,2372186,2372144,2372124,2372100,2372079,2372059,2372276,2372252,2372232,2372208,2372186,2372144,2372124,2372100,2372079,2372059,28
2372252,2372232,2372208,2372186,2372144,2372124,2372100,2372079,2372059,2372035,2372252,2372232,2372208,2372186,2372144,2372124,2372100,2372079,2372059,2372035,28
2372232,2372208,2372186,2372144,2372124,2372100,2372079,2372059,2372035,2372013,2372232,2372208,2372186,2372144,2372124,2372100,2372079,2372059,2372035,2372013,28
2372208,2372186,2372144,2372124,2372100,2372079,2372059,2372035,2372013,2371992,2372208,2372186,2372144,2372124,2372100,2372079,2372059,2372035,2372013,2371992,28
2372186,2372144,2372124,2372100,2372079,2372059,2372035,2372013,2371992,2371973,2372186,2372144,2372124,2372100,2372079,2372059,2372035,2372013,2371992,2371973,28
2372144,2372124,2372100,2372079,2372059,2372035,2372013,2371992,2371973,2371951,2372144,2372124,2372100,2372079,2372059,2372035,2372013,2371992,2371973,2371951,28
2372124,2372100,2372079,2372059,2372035,2372013,2371992,2371973,2371951,2371928,2372124,2372100,2372079,2372059,2372035,2372013,2371992,2371973,2371951,2371928,28
2372100,2372079,2372059,2372035,2372013,2371992,2371973,2371951,2371928,2371908,2372100,2372079,2372059,2372035,2372013,2371992,2371973,2371951,2371928,2371908,28
2372079,2372059,2372035,2372013,2371992,2371973,2371951,2371928,2371908,2371864,2372079,2372059,2372035,2372013,2371992,2371973,2371951,2371928,2371908,2371864,28
2372059,2372035,2372013,2371992,2371973,2371951,2371928,2371908,2371864,2371842,2372059,2372035,2372013,2371992,2371973,2371951,2371928,2371908,2371864,2371842,28
2372035,2372013,2371992,2371973,2371951,2371928,2371908,2371864,2371842,2371820,2372035,2372013,2371992,2371973,2371951,2371928,2371908,2371864,2371842,2371820,28
2372013,2371992,2371973,2371951,2371928,2371908,2371864,2371842,2371820,2371798,2372013,2371992,2371973,2371951,2371928,2371908,2371864,2371842,2371820,2371798,28
2371992,2371973,2371951,2371928,2371908,2371864,2371842,2371820,2371798,2371776,2371992,2371973,2371951,2371928,2371908,2371864,2371842,2371820,2371798,2371776,28
2371973,2371951,2371928,2371908,2371864,2371842,2371820,2371798,2371776,2371754,2371973,2371951,2371928,2371908,2371864,2371842,2371820,2371798,2371776,2371754,28
2371951,2371928,2371908,2371864,2371842,2371820,2371798,2371776,2371754,2371732,2371951,2371928,2371908,2371864,2371842,2371820,2371798,2371776,2371754,2371732,28
2371928,2371908,2371864,2371842,2371820,2371798,2371776,2371754,2371732,2371713,2371928,2371908,2371864,2371842,2371820,2371798,2371776,2371754,2371732,2371713,28
2371908,2371864,2371842,2371820,2371798,2371776,2371754,2371732,2371713,2371693,2371908,2371864,2371842,2371820,2371798,2371776,2371754,2371732,2371713,2371693,28
2371864,2371842,2371820,2371798,2371776,2371754,2371732,2371713,2371693,2371669,2371864,2371842,2371820,2371798,2371776,2371754,2371732,2371713,2371693,2371669,28
2371842,2371820,2371798,2371776,2371754,2371732,2371713,2371693,2371669,2371629,2371842,2371820,2371798,2371776,2371754,2371732,2371713,2371693,2371669,2371629,28
